KOI,disposition,period,ntransits,ncontams,nmadfailed,nexcluded,orig_nmoons,orig_frac_wmoons,nmoons_agth,frac_wmoons_agth,agth,median_agreement,fp_nexcluded,fp_median_agreement,FP_rate
KOI-1958.01,CONFIRMED,17.8159689,56,0,21,0,31,0.553571429,2,0.035714286,0.95,0.354166667,0,0.333333333,0
KOI-1959.01,CONFIRMED,36.5157639,21,0,6,0,5,0.238095238,0,0,0.95,0.529411765,0,0.25,0
KOI-1960.01,CONFIRMED,8.96847034,106,53,0,0,4,0.037735849,0,0,0.95,0.625,0,0.5,0
KOI-1960.02,CONFIRMED,23.2218115,46,46,0,0,0,0,0,0,0.95,0.466666667,0,0.5,0
KOI-1962.01,CANDIDATE,32.85862571,17,0,13,0,9,0.529411765,0,0,0.95,0.294117647,0,0.222222222,0
KOI-1963.01,CANDIDATE,12.89623554,73,0,1,0,15,0.205479452,1,0.01369863,0.95,0.333333333,0,0.294117647,0
KOI-1968.01,CANDIDATE,10.08744556,99,0,0,0,2,0.02020202,0,0,0.95,0.529411765,0,0.529411765,0
KOI-1969.01,CANDIDATE,16.34355902,63,0,10,0,18,0.285714286,0,0,0.95,0.444444444,0,0.294117647,0.008
KOI-1970.01,CONFIRMED,21.96401646,34,4,0,0,2,0.058823529,0,0,0.95,0.5,0,0.411764706,0
KOI-1970.02,CONFIRMED,125.602323,4,3,0,0,3,0.75,1,0.25,0.95,0.628676471,0,0.529411765,0
KOI-1971.01,CONFIRMED,19.32945602,54,0,5,0,13,0.240740741,1,0.018518519,0.95,0.5,0,0.393382353,0
KOI-1972.01,CANDIDATE,17.79108667,56,56,0,0,6,0.107142857,0,0,0.95,0.5,0,0.411764706,0.008849558
KOI-1974.01,CANDIDATE,109.4450597,8,0,0,0,4,0.5,1,0.125,0.95,0.625,0,0.411764706,0.020618557
KOI-1975.01,CONFIRMED,7.56052209,138,0,0,0,2,0.014492754,0,0,0.95,0.5,0,0.5,0
KOI-1976.01,CONFIRMED,12.12401737,82,0,0,0,5,0.06097561,0,0,0.95,0.5,0,0.411764706,0
KOI-1977.01,CONFIRMED,9.38740646,116,115,21,0,43,0.370689655,3,0.025862069,0.95,0.25,0,0.263157895,0.009174312
KOI-1977.02,CONFIRMED,7.41556471,140,136,23,0,64,0.457142857,3,0.021428571,0.95,0.333333333,0,0.25,0
KOI-1978.01,CONFIRMED,6.51112385,153,67,4,0,12,0.078431373,0,0,0.95,0.411764706,0,0.375,0
KOI-1978.02,CONFIRMED,23.85163321,45,42,2,0,8,0.177777778,0,0,0.95,0.375,0,0.333333333,0
KOI-1980.01,CONFIRMED,122.8799543,6,0,0,0,5,0.833333333,1,0.166666667,0.95,0.885620915,0,0.375,0.011764706
KOI-1984.01,CANDIDATE,22.06402,27,0,0,0,1,0.037037037,0,0,0.95,0.444444444,0,0.375,0
KOI-1985.01,CANDIDATE,5.756245244,110,110,9,0,18,0.163636364,0,0,0.95,0.375,0,0.25,0
KOI-1986.01,CONFIRMED,148.4601819,7,7,0,0,3,0.428571429,0,0,0.95,0.888888889,0,0.5,0.008474576
KOI-1986.02,CANDIDATE,7.12766417,136,11,1,0,7,0.051470588,0,0,0.95,0.486842105,0,0.455555556,0
KOI-1989.01,CONFIRMED,201.118319,5,0,2,0,3,0.6,0,0,0.95,0.888888889,0,0.222222222,0.030927835
KOI-1990.01,CONFIRMED,24.7577652,25,0,0,0,6,0.24,0,0,0.95,0.625,0,0.529411765,0
KOI-1992.01,CONFIRMED,12.7983174,82,32,0,0,8,0.097560976,0,0,0.95,0.529411765,0,0.529411765,0
KOI-1992.02,CONFIRMED,27.3214242,37,33,0,0,1,0.027027027,0,0,0.95,0.5,0,0.529411765,0
KOI-1992.03,CANDIDATE,85.517344,12,11,0,0,1,0.083333333,0,0,0.95,0.616666667,0,0.5,0
KOI-1996.01,CONFIRMED,10.13200555,88,88,4,0,12,0.136363636,0,0,0.95,0.428104575,0,0.333333333,0.011560694
KOI-1996.02,CANDIDATE,7.07394528,129,128,7,0,19,0.147286822,0,0,0.95,0.411764706,0,0.411764706,0
KOI-1997.01,CONFIRMED,38.505224,27,0,0,0,3,0.111111111,0,0,0.95,0.764705882,0,0.514705882,0
KOI-1998.01,CONFIRMED,6.77408984,155,0,0,0,7,0.04516129,0,0,0.95,0.529411765,0,0.411764706,0
KOI-2000.01,CONFIRMED,26.41044199,43,0,2,0,5,0.11627907,0,0,0.95,0.375,0,0.375,0
KOI-2001.01,CANDIDATE,8.27745764,104,0,86,0,88,0.846153846,4,0.038461538,0.95,0.411764706,0,0.444444444,0.018018018
KOI-2002.01,CONFIRMED,14.37504582,54,0,43,0,46,0.851851852,3,0.055555556,0.95,0.411764706,0,0.411764706,0.026086957
KOI-2004.01,CONFIRMED,56.1886436,16,16,0,0,8,0.5,1,0.0625,0.95,0.529411765,0,0.411764706,0
KOI-2005.01,CONFIRMED,6.92101452,144,0,3,0,16,0.111111111,0,0,0.95,0.411764706,0,0.375,0
KOI-2007.01,CONFIRMED,15.3789014,63,31,43,0,47,0.746031746,2,0.031746032,0.95,0.444444444,0,0.411764706,0
KOI-2007.02,CONFIRMED,21.1285655,39,27,26,0,31,0.794871795,0,0,0.95,0.375,0,0.333333333,0.008403361
KOI-2009.01,CANDIDATE,86.7490807,8,0,0,0,4,0.5,0,0,0.95,0.507352941,0,0.5,0
KOI-2010.01,CONFIRMED,25.96190067,29,0,19,0,25,0.862068966,2,0.068965517,0.95,0.647058824,0,0.333333333,0.022222222
KOI-2011.01,CONFIRMED,7.05675145,86,58,29,0,48,0.558139535,0,0,0.95,0.294117647,0,0.333333333,0.024096386
KOI-2011.02,CONFIRMED,17.2653659,37,36,13,0,18,0.486486486,0,0,0.95,0.333333333,0,0.294117647,0.015625
KOI-2012.01,CONFIRMED,34.8536903,29,2,8,0,14,0.482758621,0,0,0.95,0.444444444,0,0.294117647,0.00877193
KOI-2012.02,CANDIDATE,180.921729,8,2,2,0,5,0.625,0,0,0.95,0.5,0,0.333333333,0.017857143
KOI-2018.01,CONFIRMED,27.495634,17,11,0,0,1,0.058823529,0,0,0.95,0.666666667,0,0.411764706,0
KOI-2018.02,CANDIDATE,16.0988294,34,13,0,0,1,0.029411765,0,0,0.95,0.393382353,0,0.420168067,0
KOI-2019.01,CONFIRMED,14.08826442,72,0,3,0,21,0.291666667,0,0,0.95,0.354166667,0,0.294117647,0.006993007
KOI-2020.01,CONFIRMED,110.9643706,7,0,0,0,4,0.571428571,1,0.142857143,0.95,0.75,0,0.529411765,0
KOI-2022.01,CONFIRMED,5.92972237,175,175,160,0,159,0.908571429,7,0.04,0.95,0.444444444,0,0.444444444,0.017142857
KOI-2022.02,CONFIRMED,12.2476121,84,84,78,0,74,0.880952381,5,0.05952381,0.95,0.444444444,0,0.444444444,0.005780347
KOI-2023.01,CANDIDATE,13.59051547,75,0,11,0,17,0.226666667,0,0,0.95,0.375,0,0.294117647,0
KOI-2024.01,CONFIRMED,46.8776724,23,0,0,0,9,0.391304348,0,0,0.95,0.666666667,0,0.5,0
KOI-2025.01,CONFIRMED,17.84850835,57,55,6,0,32,0.561403509,4,0.070175439,0.95,0.529411765,0,0.222222222,0.017241379
KOI-2025.02,CONFIRMED,26.1363443,37,37,2,0,27,0.72972973,4,0.108108108,0.95,0.444444444,0,0.236111111,0.008333333
KOI-2025.03,CONFIRMED,11.1895709,89,68,7,0,43,0.483146067,0,0,0.95,0.333333333,0,0.333333333,0.010416667
KOI-2028.01,CONFIRMED,57.2488518,17,5,0,0,1,0.058823529,0,0,0.95,0.75,0,0.5,0
KOI-2028.02,CONFIRMED,37.0551726,31,8,0,0,2,0.064516129,0,0,0.95,0.625,0,0.5,0
KOI-2028.03,CONFIRMED,142.545,6,3,0,0,1,0.166666667,0,0,0.95,0.5,0,0.5,0
KOI-2029.01,CONFIRMED,16.33269981,48,48,37,0,38,0.791666667,0,0,0.95,0.444444444,0,0.333333333,0
KOI-2029.02,CONFIRMED,10.05550267,77,77,65,0,58,0.753246753,1,0.012987013,0.95,0.411764706,0,0.411764706,0.018072289
KOI-2029.03,CANDIDATE,6.8873113,118,118,92,0,88,0.745762712,3,0.025423729,0.95,0.333333333,0,0.333333333,0.016666667
KOI-2031.01,CONFIRMED,9.30413878,74,0,23,0,28,0.378378378,0,0,0.95,0.333333333,0,0.294117647,0
KOI-2032.01,CONFIRMED,14.07969236,60,0,2,0,10,0.166666667,0,0,0.95,0.334558824,0,0.333333333,0
KOI-2033.01,CONFIRMED,16.54081386,55,0,0,0,2,0.036363636,0,0,0.95,0.6,0,0.5,0
KOI-2036.01,CONFIRMED,8.41100305,122,122,1,0,7,0.057377049,0,0,0.95,0.444444444,0,0.428104575,0.016666667
KOI-2036.02,CONFIRMED,5.79529495,181,181,0,0,7,0.038674033,0,0,0.95,0.5,0,0.375,0
KOI-2037.01,CANDIDATE,73.7578875,12,12,5,0,7,0.583333333,0,0,0.95,0.645833333,0,0.333333333,0.03539823
KOI-2037.02,CANDIDATE,5.47715718,164,164,38,0,78,0.475609756,1,0.006097561,0.95,0.222222222,0,0.294117647,0
KOI-2037.03,CANDIDATE,8.56267266,102,102,29,0,46,0.450980392,0,0,0.95,0.294117647,0,0.294117647,0
KOI-2038.01,CONFIRMED,8.30537702,111,107,29,0,36,0.324324324,0,0,0.95,0.333333333,0,0.333333333,0
KOI-2038.02,CONFIRMED,12.51353325,70,70,19,0,18,0.257142857,0,0,0.95,0.393382353,0,0.375,0
KOI-2038.03,CONFIRMED,17.9134215,50,50,11,0,15,0.3,0,0,0.95,0.272058824,0,0.333333333,0
KOI-2038.04,CONFIRMED,25.2149143,34,34,7,0,4,0.117647059,0,0,0.95,0.37254902,0,0.375,0
KOI-2039.01,CANDIDATE,5.42586901,131,131,23,0,56,0.427480916,3,0.022900763,0.95,0.294117647,0,0.222222222,0.015151515
KOI-2040.01,CANDIDATE,19.58561177,32,0,0,0,0,0,0,0,0.95,0.590277778,0,0.529411765,0
KOI-2042.01,CANDIDATE,63.0732241,11,0,11,0,10,0.909090909,0,0,0.95,0.529411765,0,0.333333333,0.011363636
KOI-2043.01,CANDIDATE,78.5461106,13,0,2,0,3,0.230769231,0,0,0.95,0.764705882,0,0.411764706,0
KOI-2044.01,CONFIRMED,16.92342126,60,0,0,0,3,0.05,0,0,0.95,0.529411765,0,0.375,0
KOI-2045.01,CONFIRMED,5.47665801,145,145,1,0,6,0.04137931,0,0,0.95,0.411764706,0,0.411764706,0
KOI-2045.02,CONFIRMED,24.2101973,36,36,0,0,1,0.027777778,0,0,0.95,0.411764706,0,0.411764706,0
KOI-2045.03,CONFIRMED,16.9348104,47,47,0,0,1,0.021276596,0,0,0.95,0.5,0,0.333333333,0
KOI-2046.01,CONFIRMED,23.8990075,16,0,4,0,11,0.6875,7,0.4375,0.95,0.807843137,0,0.428104575,0
KOI-2047.01,CONFIRMED,6.22161107,165,0,0,0,14,0.084848485,0,0,0.95,0.375,0,0.411764706,0
KOI-2048.01,CONFIRMED,6.17998508,171,16,2,0,12,0.070175439,0,0,0.95,0.375,0,0.375,0.005780347
KOI-2051.01,CONFIRMED,25.7626846,36,36,0,0,8,0.222222222,0,0,0.95,0.741666667,0,0.5,0
KOI-2051.02,CONFIRMED,11.0317836,79,33,0,0,0,0,0,0,0.95,0.529411765,0,0.529411765,0
KOI-2053.01,CONFIRMED,13.12162167,42,42,2,0,5,0.119047619,0,0,0.95,0.411764706,0,0.375,0
KOI-2055.01,CONFIRMED,8.67890312,92,92,6,0,12,0.130434783,0,0,0.95,0.371710526,0,0.333333333,0
KOI-2055.04,CANDIDATE,6.13074243,131,131,8,0,13,0.099236641,0,0,0.95,0.375,0,0.393382353,0
KOI-2056.01,CANDIDATE,39.3135699,28,0,1,0,8,0.285714286,0,0,0.95,0.698529412,0,0.411764706,0.008333333
KOI-2057.01,CONFIRMED,5.94565516,173,173,9,0,14,0.080924855,1,0.005780347,0.95,0.466666667,0,0.375,0.005586592
KOI-2059.01,CONFIRMED,6.14728341,101,101,1,0,7,0.069306931,0,0,0.95,0.333333333,0,0.294117647,0
KOI-2061.01,CANDIDATE,14.09258319,73,73,0,0,9,0.123287671,0,0,0.95,0.411764706,0,0.375,0
KOI-2062.01,CONFIRMED,34.3511339,33,0,0,0,2,0.060606061,0,0,0.95,0.647058824,0,0.529411765,0
KOI-2064.01,CANDIDATE,6.31219171,123,0,0,0,7,0.056910569,0,0,0.95,0.411764706,0,0.411764706,0
KOI-2065.01,CANDIDATE,80.2321467,6,0,0,0,4,0.666666667,0,0,0.95,0.669642857,0,0.529411765,0
KOI-2066.01,CANDIDATE,147.97391,4,0,0,0,2,0.5,1,0.25,0.95,0.823529412,0,0.5,0.012345679
KOI-2067.01,CONFIRMED,13.24503482,61,0,5,0,8,0.131147541,0,0,0.95,0.5,0,0.411764706,0
KOI-2068.01,CANDIDATE,41.88970036,16,0,0,0,2,0.125,0,0,0.95,0.428104575,0,0.375,0.022988506
KOI-2069.01,CONFIRMED,77.2550726,13,0,12,0,12,0.923076923,3,0.230769231,0.95,0.666666667,0,0.411764706,0.038095238
KOI-2073.01,CONFIRMED,49.5004725,22,22,0,0,6,0.272727273,0,0,0.95,0.645833333,0,0.5,0
KOI-2073.02,CONFIRMED,6.47539108,154,111,1,0,2,0.012987013,0,0,0.95,0.5,0,0.428571429,0
KOI-2073.03,CONFIRMED,16.85825609,57,56,0,0,0,0,0,0,0.95,0.466666667,0,0.411764706,0
KOI-2074.01,CONFIRMED,33.4178173,31,0,0,0,2,0.064516129,0,0,0.95,0.75,0,0.5,0
KOI-2076.01,CANDIDATE,56.7769831,11,1,0,0,2,0.181818182,0,0,0.95,0.777777778,0,0.5,0
KOI-2076.02,CONFIRMED,219.3215562,1,1,0,0,1,1,0,0,0.95,0.636363636,0,0.529411765,0
KOI-2078.01,CONFIRMED,18.78429232,61,6,5,0,18,0.295081967,0,0,0.95,0.375,0,0.333333333,0
KOI-2078.02,CONFIRMED,161.515617,8,4,1,0,7,0.875,2,0.25,0.95,0.556862745,0,0.411764706,0
KOI-2080.01,CONFIRMED,83.4887405,12,3,2,0,4,0.333333333,0,0,0.95,0.694852941,0,0.375,0.008547009
KOI-2080.02,CONFIRMED,34.0607677,35,4,1,0,5,0.142857143,0,0,0.95,0.375,0,0.333333333,0.0078125
KOI-2081.01,CANDIDATE,6.2141496,107,3,53,0,20,0.186915888,2,0.018691589,0.95,0.444444444,0,0.31372549,0.008928571
KOI-2082.01,CANDIDATE,31.5888979,30,0,0,0,1,0.033333333,0,0,0.95,0.455882353,0,0.5,0.007462687
KOI-2083.01,CANDIDATE,7.72085047,100,0,7,0,40,0.4,0,0,0.95,0.294117647,0,0.333333333,0
KOI-2086.01,CONFIRMED,7.1329472,140,140,0,0,8,0.057142857,0,0,0.95,0.5,0,0.411764706,0
KOI-2086.02,CONFIRMED,8.91901228,107,107,0,0,9,0.08411215,0,0,0.95,0.444444444,0,0.411764706,0
KOI-2086.03,CONFIRMED,11.8984948,83,83,0,0,4,0.048192771,0,0,0.95,0.466666667,0,0.411764706,0
KOI-2086.04,CANDIDATE,335.56311,3,3,0,0,2,0.666666667,0,0,0.95,0.5,0,0.375,0
KOI-2087.01,CONFIRMED,23.1274171,31,0,27,0,26,0.838709677,2,0.064516129,0.95,0.444444444,0,0.375,0.036144578
KOI-2090.01,CONFIRMED,5.132486123,178,178,6,0,18,0.101123596,0,0,0.95,0.411764706,0,0.333333333,0
KOI-2091.01,CANDIDATE,8.77997349,115,0,1,0,9,0.07826087,0,0,0.95,0.411764706,0,0.411764706,0.008547009
KOI-2092.01,CONFIRMED,57.6896212,14,8,0,0,2,0.142857143,0,0,0.95,0.869747899,0,0.529411765,0
KOI-2092.02,CONFIRMED,25.5638626,34,8,0,0,4,0.117647059,0,0,0.95,0.698529412,0,0.529411765,0
KOI-2092.03,CONFIRMED,77.086191,15,0,0,0,0,0,0,0,0.95,0.5,0,0.5,0
KOI-2093.01,CANDIDATE,6.78341325,129,129,0,0,3,0.023255814,0,0,0.95,0.466666667,0,0.25,0
KOI-2094.01,CANDIDATE,42.4269647,26,2,0,0,5,0.192307692,0,0,0.95,0.333333333,0,0.375,0
KOI-2094.02,CONFIRMED,198.680859,6,2,0,0,2,0.333333333,0,0,0.95,0.6875,0,0.411764706,0
KOI-2097.01,CONFIRMED,58.601926,15,0,0,0,0,0,0,0,0.95,0.647058824,0,0.529411765,0
KOI-2098.01,CONFIRMED,25.0823402,30,5,0,0,3,0.1,0,0,0.95,0.577777778,0,0.529411765,0
KOI-2098.02,CONFIRMED,89.7224125,10,5,0,0,4,0.4,2,0.2,0.95,0.829721362,0,0.5,0
KOI-2099.01,CONFIRMED,78.0998908,13,0,0,0,2,0.153846154,0,0,0.95,0.75,0,0.529411765,0
KOI-2105.01,CONFIRMED,6.42199919,150,0,0,0,6,0.04,0,0,0.95,0.5,0,0.466666667,0
KOI-2106.01,CANDIDATE,9.75374033,60,0,2,0,8,0.133333333,0,0,0.95,0.333333333,0,0.411764706,0
KOI-2107.01,CONFIRMED,81.3153052,14,0,0,0,4,0.285714286,0,0,0.95,0.6875,0,0.5,0
KOI-2108.01,CONFIRMED,51.3283527,18,0,0,0,3,0.166666667,1,0.055555556,0.95,0.598039216,0,0.444444444,0
KOI-2109.01,CONFIRMED,19.7919389,41,0,0,0,19,0.463414634,1,0.024390244,0.95,0.294117647,0,0.236111111,0.016393443
KOI-2110.01,CONFIRMED,5.03728033,154,154,98,0,93,0.603896104,1,0.006493506,0.95,0.278637771,0,0.294117647,0.006493506
KOI-2111.02,CONFIRMED,7.18644594,82,82,63,0,53,0.646341463,1,0.012195122,0.95,0.333333333,0,0.333333333,0.012048193
KOI-2113.01,CONFIRMED,15.94248453,58,51,0,0,6,0.103448276,0,0,0.95,0.555555556,0,0.375,0
KOI-2113.02,CONFIRMED,12.33087921,73,50,0,0,6,0.082191781,0,0,0.95,0.5,0,0.411764706,0
KOI-2115.01,CONFIRMED,15.72585941,56,0,1,0,10,0.178571429,0,0,0.95,0.54248366,0,0.375,0
KOI-2117.01,CANDIDATE,13.36019864,82,0,1,0,8,0.097560976,1,0.012195122,0.95,0.375,0,0.333333333,0.00625
KOI-2120.01,CANDIDATE,8.77425786,74,0,14,0,25,0.337837838,0,0,0.95,0.371710526,0,0.333333333,0
KOI-2122.01,CONFIRMED,37.6468519,23,0,0,0,4,0.173913043,0,0,0.95,0.733333333,0,0.5,0
KOI-2123.01,CANDIDATE,29.4557841,24,0,0,0,1,0.041666667,0,0,0.95,0.514705882,0,0.466666667,0
KOI-2124.01,CANDIDATE,42.3375799,20,0,3,0,2,0.1,0,0,0.95,0.455882353,0,0.5,0
KOI-2125.01,CANDIDATE,23.3593589,37,0,3,0,4,0.108108108,0,0,0.95,0.375,0,0.466666667,0
KOI-2126.01,CONFIRMED,9.69310837,83,0,0,0,0,0,0,0,0.95,0.5,0,0.5,0
KOI-2129.01,CONFIRMED,8.79618433,75,0,0,0,1,0.013333333,0,0,0.95,0.5,0,0.466666667,0.0125
KOI-2130.01,CANDIDATE,16.85592593,61,0,2,0,7,0.114754098,0,0,0.95,0.444444444,0,0.375,0
KOI-2131.01,CONFIRMED,14.36270451,53,0,0,0,21,0.396226415,1,0.018867925,0.95,0.333333333,0,0.222222222,0
KOI-2132.01,CANDIDATE,69.8956789,11,0,0,0,1,0.090909091,0,0,0.95,0.473684211,0,0.514705882,0
KOI-2133.01,CONFIRMED,6.24667547,154,40,154,0,139,0.902597403,5,0.032467532,0.95,0.555555556,0,0.411764706,0.032467532
KOI-2134.01,CONFIRMED,42.3006282,24,0,0,0,1,0.041666667,0,0,0.95,0.625,0,0.529411765,0
KOI-2135.01,CONFIRMED,55.1866213,12,11,0,0,4,0.333333333,2,0.166666667,0.95,0.529411765,0,0.375,0
KOI-2135.02,CANDIDATE,20.1890396,42,40,0,0,11,0.261904762,0,0,0.95,0.294117647,0,0.25,0
KOI-2135.03,CONFIRMED,8.48651582,96,61,0,0,21,0.21875,1,0.010416667,0.95,0.333333333,0,0.25,0.010869565
KOI-2137.01,CONFIRMED,14.97436238,65,0,0,0,2,0.030769231,0,0,0.95,0.466666667,0,0.5,0
KOI-2138.01,CONFIRMED,23.5541012,28,0,1,0,8,0.285714286,1,0.035714286,0.95,0.354166667,0,0.375,0
KOI-2140.01,CONFIRMED,41.6977582,24,0,0,0,5,0.208333333,0,0,0.95,0.5,0,0.529411765,0
KOI-2144.01,CONFIRMED,38.6715843,28,0,0,0,2,0.071428571,0,0,0.95,0.708333333,0,0.5,0
KOI-2145.01,CONFIRMED,8.32651854,80,0,0,0,1,0.0125,0,0,0.95,0.529411765,0,0.529411765,0
KOI-2147.01,CONFIRMED,37.8658964,13,13,0,0,3,0.230769231,1,0.076923077,0.95,0.789473684,0,0.529411765,0
KOI-2147.02,CONFIRMED,10.32736351,51,17,0,0,2,0.039215686,0,0,0.95,0.6,0,0.529411765,0
KOI-2148.01,CONFIRMED,11.93205399,54,54,3,0,5,0.092592593,0,0,0.95,0.375,0,0.393382353,0
KOI-2148.02,CONFIRMED,7.54235832,89,89,3,0,4,0.04494382,0,0,0.95,0.375,0,0.333333333,0
KOI-2149.01,CONFIRMED,13.15140223,16,0,7,0,11,0.6875,2,0.125,0.95,0.37254902,0,0.333333333,0.023809524
KOI-2150.01,CANDIDATE,18.5084526,44,15,0,0,3,0.068181818,0,0,0.95,0.455555556,0,0.411764706,0
KOI-2150.02,CANDIDATE,44.7055876,23,15,0,0,0,0,0,0,0.95,0.5,0,0.428104575,0
KOI-2152.01,CONFIRMED,42.1918331,26,0,0,0,1,0.038461538,0,0,0.95,0.698529412,0,0.5,0
KOI-2153.01,CONFIRMED,59.9809868,14,10,0,0,3,0.214285714,0,0,0.95,0.705882353,0,0.625,0
KOI-2153.02,CONFIRMED,25.7457957,32,11,0,0,1,0.03125,0,0,0.95,0.6125,0,0.5,0
KOI-2154.01,CANDIDATE,11.92979348,44,0,0,0,1,0.022727273,0,0,0.95,0.514705882,0,0.529411765,0
KOI-2158.02,CANDIDATE,6.68231249,109,109,0,0,3,0.027522936,0,0,0.95,0.529411765,0,0.529411765,0
KOI-2159.01,CANDIDATE,7.5966998,104,104,14,0,30,0.288461538,1,0.009615385,0.95,0.294117647,0,0.25,0
KOI-2160.01,CONFIRMED,17.6700291,40,28,0,0,3,0.075,0,0,0.95,0.514705882,0,0.5,0
KOI-2162.01,CONFIRMED,108.593113,8,0,0,0,3,0.375,1,0.125,0.95,0.636029412,0,0.529411765,0.008547009
KOI-2162.02,CANDIDATE,199.66876,5,1,0,0,0,0,0,0,0.95,0.75,0,0.529411765,0
KOI-2163.01,CONFIRMED,10.66489514,96,74,0,0,4,0.041666667,0,0,0.95,0.5,0,0.5,0
KOI-2163.02,CONFIRMED,17.7838298,59,58,0,0,2,0.033898305,0,0,0.95,0.5,0,0.5,0
KOI-2163.03,CANDIDATE,28.2251049,40,40,0,0,0,0,0,0,0.95,0.514705882,0,0.5,0
KOI-2164.01,CONFIRMED,5.1233204,201,201,0,0,0,0,0,0,0.95,0.529411765,0,0.5,0
KOI-2166.01,CONFIRMED,61.6174528,12,0,0,0,1,0.083333333,0,0,0.95,0.486928105,0,0.411764706,0.012048193
KOI-2167.01,CONFIRMED,24.3398202,38,38,11,0,21,0.552631579,1,0.026315789,0.95,0.37254902,0,0.294117647,0.017857143
KOI-2167.02,CANDIDATE,6.95787,129,65,25,0,68,0.527131783,1,0.007751938,0.95,0.294117647,0,0.333333333,0.015748031
KOI-2167.03,CONFIRMED,76.5369531,12,12,2,0,6,0.5,0,0,0.95,0.199346405,0,0.333333333,0
KOI-2168.02,CONFIRMED,12.51610549,77,77,0,0,2,0.025974026,0,0,0.95,0.5,0,0.5,0
KOI-2169.01,CONFIRMED,5.45298742,185,185,86,0,116,0.627027027,0,0,0.95,0.333333333,0,0.333333333,0.010928962
KOI-2172.01,CANDIDATE,10.44087398,68,6,30,0,42,0.617647059,1,0.014705882,0.95,0.444444444,0,0.31372549,0
KOI-2172.02,CANDIDATE,116.583183,5,5,4,0,3,0.6,0,0,0.95,0.555555556,0,0.294117647,0
KOI-2173.01,CONFIRMED,37.8154157,24,5,17,0,18,0.75,0,0,0.95,0.444444444,0,0.333333333,0
KOI-2173.02,CONFIRMED,53.5783052,15,5,10,0,15,1,2,0.133333333,0.95,0.444444444,0,0.333333333,0
KOI-2174.01,CANDIDATE,6.69332825,158,158,22,0,55,0.348101266,1,0.006329114,0.95,0.333333333,0,0.25,0.006410256
KOI-2174.02,CANDIDATE,33.1362861,30,30,3,0,7,0.233333333,0,0,0.95,0.393382353,0,0.333333333,0
KOI-2174.03,CANDIDATE,7.72513619,138,138,19,0,45,0.326086957,0,0,0.95,0.294117647,0,0.294117647,0
KOI-2175.01,CONFIRMED,26.8475962,16,1,9,0,5,0.3125,2,0.125,0.95,0.698039216,0,0.333333333,0
KOI-2175.02,CONFIRMED,72.3826983,4,2,3,0,1,0.25,0,0,0.95,0.767973856,0,0.375,0
KOI-2177.01,CONFIRMED,62.8917493,16,0,0,0,3,0.1875,0,0,0.95,0.656862745,0,0.411764706,0.01
KOI-2179.01,CONFIRMED,14.87149773,62,62,7,0,9,0.14516129,0,0,0.95,0.375,0,0.375,0
KOI-2180.01,CONFIRMED,11.55562042,89,0,4,0,8,0.08988764,0,0,0.95,0.466666667,0,0.411764706,0
KOI-2181.01,CANDIDATE,12.2885046,61,0,25,0,34,0.557377049,0,0,0.95,0.263157895,0,0.333333333,0.014388489
KOI-2182.01,CONFIRMED,17.13263125,50,0,0,0,2,0.04,0,0,0.95,0.529411765,0,0.5,0
KOI-2183.01,CONFIRMED,19.0231361,56,56,0,0,1,0.017857143,0,0,0.95,0.5,0,0.529411765,0
KOI-2183.03,CANDIDATE,150.381954,6,6,0,0,0,0,0,0,0.95,0.690196078,0,0.529411765,0
KOI-2184.02,CANDIDATE,95.906433,8,8,0,0,0,0,0,0,0.95,0.452205882,0,0.5,0
KOI-2185.01,CONFIRMED,76.957056,9,0,0,0,3,0.333333333,1,0.111111111,0.95,0.625,0,0.6,0
KOI-2186.01,CANDIDATE,14.97974335,62,0,0,0,3,0.048387097,0,0,0.95,0.625,0,0.5,0
KOI-2188.02,CANDIDATE,6.7445683,133,133,0,0,2,0.015037594,0,0,0.95,0.5,0,0.5,0
KOI-2189.01,CANDIDATE,33.35859852,25,0,0,0,2,0.08,0,0,0.95,0.647058824,0,0.411764706,0
KOI-2191.01,CANDIDATE,8.84784273,90,0,24,0,15,0.166666667,0,0,0.95,0.294117647,0,0.411764706,0
KOI-2194.01,CONFIRMED,34.7630543,21,2,0,0,1,0.047619048,0,0,0.95,0.625,0,0.5,0
KOI-2194.02,CONFIRMED,67.968656,10,2,0,0,3,0.3,1,0.1,0.95,0.623529412,0,0.5,0
KOI-2194.03,CANDIDATE,445.21685,2,0,0,0,1,0.5,0,0,0.95,0.380952381,0,0.466666667,0
KOI-2195.01,CONFIRMED,20.0545282,49,49,0,0,1,0.020408163,0,0,0.95,0.529411765,0,0.514705882,0
KOI-2195.02,CONFIRMED,30.0899459,37,37,0,0,1,0.027027027,0,0,0.95,0.5,0,0.529411765,0
KOI-2195.03,CONFIRMED,6.84978728,150,107,0,0,1,0.006666667,0,0,0.95,0.529411765,0,0.5,0
KOI-2198.01,CONFIRMED,23.9210408,25,0,16,0,17,0.68,0,0,0.95,0.333333333,0,0.222222222,0
KOI-2199.01,CANDIDATE,9.03326435,91,91,0,0,8,0.087912088,0,0,0.95,0.5,0,0.5,0
KOI-2204.01,CANDIDATE,10.86062378,73,0,0,0,0,0,0,0,0.95,0.5,0,0.5,0
KOI-2205.01,CONFIRMED,24.08632177,20,0,0,0,1,0.05,0,0,0.95,0.564705882,0,0.466666667,0
